train_task,test_task,acc
mixed,motor,0.9949999999999999
mixed,mem,0.9349999999999999
motor,mixed,0.8149999999999998
motor,mem,0.6500000000000001
mem,mixed,0.945
mem,motor,1.0
mixed,motor,0.75
mixed,mem,0.8299999999999998
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.7300000000000001
mem,motor,0.63
mixed,motor,1.0
mixed,mem,0.8049999999999999
motor,mixed,0.5449999999999999
motor,mem,0.5849999999999999
mem,mixed,0.6350000000000001
mem,motor,0.8750000000000002
mixed,motor,0.95
mixed,mem,0.9600000000000002
motor,mixed,0.5849999999999999
motor,mem,0.6549999999999999
mem,mixed,0.915
mem,motor,0.8999999999999998
mixed,motor,0.9650000000000001
mixed,mem,1.0
motor,mixed,0.5599999999999998
motor,mem,0.7899999999999999
mem,mixed,0.8449999999999998
mem,motor,1.0
mixed,motor,0.915
mixed,mem,1.0
motor,mixed,0.5999999999999999
motor,mem,0.745
mem,mixed,0.755
mem,motor,0.9099999999999999
mixed,motor,0.8299999999999998
mixed,mem,0.9000000000000001
motor,mixed,0.5499999999999999
motor,mem,0.5
mem,mixed,0.885
mem,motor,0.7849999999999999
mixed,motor,0.9049999999999999
mixed,mem,0.9650000000000001
motor,mixed,0.505
motor,mem,0.635
mem,mixed,0.8150000000000001
mem,motor,0.9100000000000001
